property_id,location,property_type,bedrooms,bathrooms,sqft,year_built,property_age,price,price_per_sqft,estimated_monthly_rent,days_on_market,estimated_roi,city,state,zip_code,neighborhood,latitude,longitude,has_pool,has_garage,lot_size,neighborhood_score,date_listed
343,Suburban Heights,Multi-Family,4,1.5,1453.0,1981,44,590664,406.5134205092911,3616,58,0.053463085612124664,San Antonio,TX,60106,Suburban Heights,29.41286735947504,-98.50336728753135,False,True,0.62,6.4439539235970615,2025-01-18 06:42:21.896536
344,Eastwood,Single Family Home,3,3.0,1649.0,1962,63,295864,179.42025469981806,2282,98,0.07255603926128222,New York,NY,91121,Eastwood,40.75022624706102,-74.00498902875012,False,True,0.58,5.375483309869644,2024-12-09 06:42:21.896536
345,Westside,Townhouse,3,1.5,1779.0,1950,75,341854,192.16076447442384,2886,2,0.08130640565855599,Houston,TX,35559,Westside,29.78274047656123,-95.40938626420797,False,True,1.06,5.682503318238096,2025-03-15 06:42:21.896536
346,Southbay,Condominium,2,2.5,1344.0,1983,42,221369,164.70907738095238,1618,26,0.06770875777547895,Philadelphia,PA,43742,Southbay,39.92514387554637,-75.14490565590214,True,True,0.17,3.0390052952210405,2025-02-19 06:42:21.896536
347,Southbay,Condominium,3,2.0,1931.0,2011,14,281838,145.95442775763854,2327,10,0.07907819385604495,Los Angeles,CA,79669,Southbay,34.00748039604685,-118.24504023377563,False,True,1.13,4.6114095849624075,2025-03-07 06:42:21.896536
348,Downtown,Condominium,3,2.0,1757.0,2020,5,619651,352.67558338076265,3947,37,0.05643657478161093,San Jose,CA,90199,Downtown,37.348136896566295,-121.87608543559476,False,False,1.28,6.716338775101518,2025-02-08 06:42:21.896536
349,Westside,Single Family Home,5,3.5,2619.0,1980,45,699433,267.0610920198549,4341,47,0.05447746960752495,Phoenix,AZ,31754,Westside,33.400693281126806,-112.09178919957708,False,True,0.87,7.473393592160848,2025-01-29 06:42:21.896536
350,Southbay,Single Family Home,3,3.0,1548.0,2013,12,408242,263.72222222222223,3264,16,0.0759430925774418,San Jose,CA,13972,Southbay,37.351849065104915,-121.92140002638509,False,False,1.18,4.238696497917674,2025-03-01 06:42:21.896536
351,Northend,Single Family Home,5,3.0,2143.0,1974,51,572511,267.1539897340177,3744,27,0.058475348071914776,New York,NY,80831,Northend,40.73234156483281,-73.98140747911863,False,False,0.47,5.801732790508281,2025-02-18 06:42:21.896536
352,Lakefront,Single Family Home,2,2.0,1369.0,1987,38,477861,349.05843681519355,3669,14,0.07213557917469725,Philadelphia,PA,51873,Lakefront,40.00079691904461,-75.19421580051436,False,True,0.52,6.397783405876035,2025-03-03 06:42:21.896536
353,Southbay,Condominium,4,2.5,1635.0,1963,62,229141,140.14740061162078,1656,20,0.06672389489441,Philadelphia,PA,19903,Southbay,39.98511306676661,-75.16317034230813,True,False,1.63,3.480624620593349,2025-02-25 06:42:21.896536
354,Suburban Heights,Single Family Home,3,2.0,1694.0,1957,68,342382,202.11452184179456,2701,7,0.07466619156380885,Houston,TX,13020,Suburban Heights,29.747746259614416,-95.40756232426747,False,True,1.48,6.3187006061985,2025-03-10 06:42:21.896536
355,Downtown,Multi-Family,4,3.0,1936.0,2003,22,988961,510.82696280991735,5379,97,0.04526849896001966,San Diego,CA,51755,Downtown,32.73925056064875,-117.18751424008563,False,True,0.94,8.319453675868393,2024-12-10 06:42:21.896536
356,Southbay,Townhouse,2,2.0,1565.0,1951,74,181435,115.93290734824281,1583,0,0.08469865240995397,Houston,TX,95956,Southbay,29.747542200187304,-95.41354577731026,False,False,1.25,4.964781109035133,2025-03-17 06:42:21.896536
357,Downtown,Single Family Home,4,4.0,2235.0,2005,20,788350,352.72930648769574,4455,96,0.047812519819876956,San Diego,CA,96988,Downtown,32.74583669158195,-117.13444114760284,False,True,0.95,6.896061893262187,2024-12-11 06:42:21.896536
358,Northend,Single Family Home,3,3.5,1969.0,2010,15,562160,285.50533265617065,3567,38,0.05614202362316778,San Diego,CA,55648,Northend,32.73906158300423,-117.18115564895082,False,True,0.54,4.76823924541958,2025-02-07 06:42:21.896536
359,Lakefront,Multi-Family,4,2.5,1800.0,1971,54,723072,401.70666666666665,4576,18,0.05594264471587891,Phoenix,AZ,19516,Lakefront,33.41574800742659,-112.06024467355297,True,True,0.57,6.112802715521581,2025-02-27 06:42:21.896536
360,Northend,Townhouse,3,2.0,1809.0,1984,41,396760,219.32559425096738,2994,57,0.07055348321403367,Houston,TX,12396,Northend,29.760016638411322,-95.40197475330953,False,True,1.4,6.236594036322655,2025-01-19 06:42:21.896536
361,Westside,Townhouse,4,1.5,2138.0,1965,60,468749,219.2464920486436,3840,31,0.0783042097156474,Los Angeles,CA,94082,Westside,34.07079112710498,-118.19458735681788,False,False,0.43,6.089429693712938,2025-02-14 06:42:21.896536
362,Southbay,Single Family Home,2,3.0,1393.0,1999,26,276129,198.22613065326632,2009,31,0.06730701954521255,Chicago,IL,29129,Southbay,41.902821958774204,-87.60580136133144,False,True,0.83,3.003624067738503,2025-02-14 06:42:21.896536
363,Eastwood,Single Family Home,4,1.5,1703.0,1992,33,424188,249.08279506752788,3382,5,0.07567455939347648,Chicago,IL,11591,Eastwood,41.92313127529306,-87.65950636324251,True,True,1.0,3.9476361721128574,2025-03-12 06:42:21.896536
364,Northend,Single Family Home,4,3.0,1856.0,1966,59,418428,225.44612068965517,3022,22,0.06666724024204881,Houston,TX,21303,Northend,29.766954996492146,-95.3218353284966,False,True,1.28,5.180882160198837,2025-02-23 06:42:21.896536
365,Lakefront,Single Family Home,4,2.0,2147.0,2007,18,724154,337.2864462040056,4710,12,0.058049696611494235,Houston,TX,40561,Lakefront,29.726929411097018,-95.34977480405554,False,True,0.92,7.981972338993371,2025-03-05 06:42:21.896536
366,Westside,Townhouse,3,2.0,2136.0,1951,74,385028,180.25655430711612,3373,0,0.08512482209086093,San Jose,CA,81719,Westside,37.34678101459719,-121.87765209078114,False,True,0.52,6.547083187714163,2025-03-17 06:42:21.896536
367,Mountain View,Townhouse,3,3.5,1554.0,1953,72,390497,251.2850707850708,2950,20,0.0706537054061875,Phoenix,AZ,96231,Mountain View,33.46816706275201,-112.03103830771244,False,True,0.38,5.659427895190203,2025-02-25 06:42:21.896536
368,Lakefront,Condominium,6,2.5,2339.0,1988,37,595217,254.47498931167166,3362,4,0.04778032213461645,Houston,TX,17314,Lakefront,29.788658193985135,-95.41418638965838,False,True,1.32,6.669636689426902,2025-03-13 06:42:21.896536
369,Suburban Heights,Multi-Family,2,2.5,1534.0,1955,70,428198,279.1382007822686,3599,13,0.08085988257768603,San Jose,CA,29623,Suburban Heights,37.373472801987575,-121.91374586700744,False,True,1.0,5.660615375113757,2025-03-04 06:42:21.896536
370,Downtown,Condominium,3,2.5,1500.0,2018,7,564186,376.124,3218,4,0.04844551265008348,San Diego,CA,77675,Downtown,32.703391416473636,-117.16492671863877,False,False,0.92,6.539451492926351,2025-03-13 06:42:21.896536
371,Downtown,Single Family Home,4,2.0,2103.0,2018,7,778480,370.17593913456966,5039,4,0.05767444250333984,Philadelphia,PA,75082,Downtown,39.950690600075305,-75.17168196007447,False,True,1.27,6.77036610834286,2025-03-13 06:42:21.896536
372,Downtown,Single Family Home,4,3.0,2093.0,1969,56,663744,317.1256569517439,4041,9,0.05305828753254266,Philadelphia,PA,93624,Downtown,39.99633532942158,-75.14459809923359,False,False,0.38,7.890392919406422,2025-03-08 06:42:21.896536
373,Downtown,Multi-Family,2,2.0,1296.0,2013,12,774647,597.721450617284,4509,365,0.04984858909929297,San Diego,CA,43130,Downtown,32.72881706459567,-117.20611579722171,False,False,1.19,6.74050197314147,2024-03-17 06:42:21.896536
374,Southbay,Single Family Home,4,3.5,2138.0,1965,60,381008,178.20767072029935,3250,0,0.08236005543190694,San Antonio,TX,61756,Southbay,29.464491333026036,-98.45266098079917,False,False,1.04,3.461468553212238,2025-03-17 06:42:21.896536
375,Downtown,Multi-Family,4,3.0,2076.0,2000,25,924307,445.2345857418112,5538,45,0.05189818967074792,San Jose,CA,36292,Downtown,37.36622130634301,-121.93559707961865,False,False,0.36,7.201474596808618,2025-01-31 06:42:21.896536
376,Westside,Townhouse,2,2.0,1265.0,1986,39,344774,272.5486166007905,2985,6,0.08389414515015634,San Jose,CA,96206,Westside,37.29392802510776,-121.91377762977315,False,True,0.69,7.015469889004588,2025-03-11 06:42:21.896536
377,Riverside,Single Family Home,5,2.5,1899.0,2022,3,553563,291.50236966824644,3605,114,0.058148286644880524,San Diego,CA,79274,Riverside,32.67883494081449,-117.17121639702964,False,True,1.58,4.91480192973588,2024-11-23 06:42:21.896536
378,Downtown,Condominium,1,2.5,1085.0,2018,7,378401,348.7566820276498,2824,4,0.06955578870034698,Los Angeles,CA,12469,Downtown,34.094462305808776,-118.24649395658031,False,True,1.06,7.877999969977137,2025-03-13 06:42:21.896536
379,Riverside,Multi-Family,3,2.0,1914.0,1991,34,487466,254.68443051201672,3511,139,0.06643064336794771,Dallas,TX,63947,Riverside,32.72804026264321,-96.81872543104213,False,True,0.51,4.884024650840344,2024-10-29 06:42:21.896536
380,Suburban Heights,Condominium,1,4.0,879.0,2006,19,292503,332.7679180887372,2566,42,0.08527071517215208,New York,NY,32534,Suburban Heights,40.667259490837296,-74.05237123773865,False,False,0.86,6.3671848504437385,2025-02-03 06:42:21.896536
381,Downtown,Multi-Family,2,1.0,1007.0,2015,10,668315,663.669314796425,4335,0,0.057837546665868635,San Diego,CA,73620,Downtown,32.69327198530955,-117.18353876613212,True,True,0.25,6.505684307327945,2025-03-17 06:42:21.896536
382,Southbay,Multi-Family,5,2.0,2285.0,1958,67,478549,209.43063457330416,3488,100,0.06746439758520026,Houston,TX,58874,Southbay,29.789112660260162,-95.32231653472189,True,False,0.24,4.861796288742859,2024-12-07 06:42:21.896536
383,Southbay,Single Family Home,3,2.0,1607.0,2013,12,321896,200.30864965774737,2746,33,0.0823684668340085,Houston,TX,59708,Southbay,29.747520709389,-95.37691131211389,False,True,0.91,3.221840461749613,2025-02-12 06:42:21.896536
384,Lakefront,Single Family Home,3,2.0,1682.0,1971,54,472965,281.192033293698,3751,13,0.07516983286289683,Phoenix,AZ,84553,Lakefront,33.4828789436286,-112.09718609799044,False,False,1.09,6.81249819195381,2025-03-04 06:42:21.896536
385,Central District,Multi-Family,2,2.5,1211.0,1983,42,399077,329.5433526011561,3038,65,0.07135079195243023,San Diego,CA,78344,Central District,32.68133818044034,-117.12579103765964,False,True,1.09,5.542076740489709,2025-01-11 06:42:21.896536
386,Riverside,Condominium,3,3.0,1932.0,2004,21,343751,177.92494824016563,2958,117,0.08326079051406396,Phoenix,AZ,59138,Riverside,33.403050058644006,-112.06203005598006,False,True,0.61,4.620461436018848,2024-11-20 06:42:21.896536
387,Suburban Heights,Single Family Home,3,2.5,1659.0,1978,47,462261,278.6383363471971,3473,29,0.07015685943655207,San Diego,CA,64302,Suburban Heights,32.72189928474668,-117.17650795524983,False,True,0.16,6.893685103335032,2025-02-16 06:42:21.896536
388,Suburban Heights,Single Family Home,3,2.5,1789.0,1987,38,503542,281.46562325321406,3291,17,0.05842841312144766,San Jose,CA,57638,Suburban Heights,37.31971895210974,-121.85911422738184,False,False,0.8,5.9351778969975335,2025-02-28 06:42:21.896536
389,Central District,Condominium,3,1.0,1564.0,1967,58,265251,169.59782608695653,1997,70,0.07034461698542135,New York,NY,88249,Central District,40.67144246107625,-74.03232156906886,False,True,0.17,5.749878811205343,2025-01-06 06:42:21.896536
390,Riverside,Multi-Family,4,2.0,1935.0,2020,5,698590,361.0284237726098,4286,51,0.053622582630727604,San Jose,CA,12719,Riverside,37.36144487318381,-121.88146794162736,False,False,0.3,5.371656226724542,2025-01-25 06:42:21.896536
391,Mountain View,Townhouse,3,1.5,1675.0,2014,11,495881,296.0483582089552,3747,98,0.07067498048927061,Dallas,TX,32890,Mountain View,32.739498820853356,-96.75878643857179,False,False,0.59,7.211972605597366,2024-12-09 06:42:21.896536
392,Eastwood,Condominium,3,2.0,1637.0,1950,75,219712,134.21624923640806,1773,53,0.07683585785027673,Philadelphia,PA,87236,Eastwood,39.94194478465636,-75.13241316246778,False,False,0.74,5.35309556150195,2025-01-23 06:42:21.896536
393,Westside,Single Family Home,3,2.5,1412.0,1953,72,370345,262.2839943342776,3071,12,0.07950721624431273,Chicago,IL,46509,Westside,41.906871301552776,-87.61735745535283,False,True,0.53,7.296247669425758,2025-03-05 06:42:21.896536
394,Central District,Single Family Home,4,1.5,2067.0,1953,72,359659,174.00048379293662,2699,120,0.07005196588991239,San Diego,CA,52534,Central District,32.71514811312951,-117.11314491596183,True,False,1.04,5.463208681038937,2024-11-17 06:42:21.896536
395,Westside,Multi-Family,3,2.0,1763.0,1976,49,619157,351.1951219512195,3730,4,0.05229184197222998,Dallas,TX,28787,Westside,32.74119650723798,-96.77448442724489,True,False,0.22,6.233996294536442,2025-03-13 06:42:21.896536
396,Lakefront,Single Family Home,3,1.5,1129.0,1992,33,441868,391.37998228520814,3513,14,0.0754040573202857,Philadelphia,PA,58845,Lakefront,39.92171907014647,-75.18137368946677,True,True,0.35,6.212250837129805,2025-03-03 06:42:21.896536
397,Lakefront,Single Family Home,3,3.5,1620.0,2008,17,628175,387.76234567901236,3445,33,0.04580968679110121,San Antonio,TX,67932,Lakefront,29.40496987433732,-98.44889640122612,False,True,1.09,7.37729010452878,2025-02-12 06:42:21.896536
398,Eastwood,Single Family Home,6,3.5,2858.0,1981,44,532013,186.1487053883835,3395,37,0.056577076124079674,New York,NY,43062,Eastwood,40.75953561777883,-74.03769845557653,False,True,0.46,5.45730816267593,2025-02-08 06:42:21.896536
399,Central District,Condominium,3,2.5,1285.0,1982,43,308966,240.44046692607003,2390,0,0.0728257478169119,Phoenix,AZ,85713,Central District,33.40060351602975,-112.05199919603369,False,True,1.01,5.453208874663738,2025-03-17 06:42:21.896536
400,Central District,Multi-Family,4,3.5,2238.0,1977,48,587754,262.62466487935654,3579,68,0.05307138700885064,Phoenix,AZ,97263,Central District,33.44019899338705,-112.11511597549124,False,True,0.25,5.857458738554671,2025-01-08 06:42:21.896536
401,Downtown,Single Family Home,3,3.0,1672.0,2004,21,652214,390.08014354066984,3924,20,0.052197162281091794,San Jose,CA,70461,Downtown,37.3565754105577,-121.88178944717393,False,False,0.7,8.108609425911034,2025-02-25 06:42:21.896536
402,Lakefront,Single Family Home,2,2.5,1618.0,2009,16,547898,338.6266996291718,3296,23,0.05218861904953112,Houston,TX,85418,Lakefront,29.80845168220011,-95.39705905041386,False,True,0.35,6.3262293502333575,2025-02-22 06:42:21.896536
403,Northend,Condominium,4,1.0,1800.0,2019,6,449592,249.77333333333334,3314,74,0.0684535312016228,Philadelphia,PA,76672,Northend,39.94299778763265,-75.16094541966045,False,True,0.33,4.998407541182575,2025-01-02 06:42:21.896536
404,Riverside,Luxury Home,3,3.0,1556.0,2011,14,808861,519.8335475578406,4778,21,0.05088486155223209,San Antonio,TX,44832,Riverside,29.453269998845336,-98.488716134328,True,False,0.92,4.433731203524701,2025-02-24 06:42:21.896536
405,Westside,Single Family Home,4,2.5,2011.0,1983,42,645370,320.9199403281949,3835,2,0.05130793188403551,Dallas,TX,41966,Westside,32.78799001608619,-96.82438529484101,False,True,1.56,5.8365208886760085,2025-03-15 06:42:21.896536
406,Lakefront,Single Family Home,5,2.5,2244.0,2005,20,878069,391.2963458110517,5514,8,0.05535626471268203,New York,NY,82545,Lakefront,40.74749187280886,-74.01313694530295,False,False,0.27,7.163302665346014,2025-03-09 06:42:21.896536
407,Westside,Single Family Home,4,3.0,1838.0,1962,63,518859,282.29542981501635,3324,140,0.056876376819135835,Philadelphia,PA,22987,Westside,39.91669596275217,-75.14878120854945,True,True,0.8,7.450901048269903,2024-10-28 06:42:21.896536
408,Downtown,Multi-Family,1,2.0,1443.0,2005,20,643439,445.9036729036729,3895,3,0.052640918564152935,San Antonio,TX,47311,Downtown,29.39570904531853,-98.53384374897607,False,True,0.86,8.022917666872317,2025-03-14 06:42:21.896536
409,Lakefront,Single Family Home,4,2.5,1756.0,1967,58,494390,281.54328018223237,3628,19,0.06806003357673092,Chicago,IL,41575,Lakefront,41.91429869084043,-87.63378377355116,False,True,0.86,6.846773498134924,2025-02-26 06:42:21.896536
410,Downtown,Single Family Home,3,3.5,1302.0,2003,22,626877,481.47235023041475,3563,31,0.04820476744241693,San Diego,CA,73852,Downtown,32.74062837126957,-117.18204124401937,False,True,1.24,6.5090089619605775,2025-02-14 06:42:21.896536
411,Westside,Condominium,4,2.0,2216.0,1992,33,534926,241.39259927797835,2994,30,0.047164430220254766,Phoenix,AZ,11007,Westside,33.477097013491765,-112.11280640729784,True,True,0.44,6.126552022276357,2025-02-15 06:42:21.896536
412,Mountain View,Townhouse,3,2.5,1534.0,1988,37,401567,261.77770534550194,2971,0,0.0687821957481566,Dallas,TX,80981,Mountain View,32.762297337379486,-96.74919381820264,True,False,1.45,6.30351857538443,2025-03-17 06:42:21.896536
413,Mountain View,Single Family Home,4,2.0,1841.0,2010,15,601725,326.84682237914177,3513,31,0.050058581577963356,Phoenix,AZ,86242,Mountain View,33.4777989716368,-112.07427440696853,False,True,0.74,5.898501747703941,2025-02-14 06:42:21.896536
414,Northend,Multi-Family,3,2.5,1579.0,1991,34,582931,369.17732742241924,3308,21,0.0480972533627479,Dallas,TX,57517,Northend,32.76067774715619,-96.75978642999775,True,False,0.61,4.722069846047719,2025-02-24 06:42:21.896536
415,Southbay,Single Family Home,3,3.0,1587.0,1967,58,269461,169.79269061121613,2034,161,0.07058082616779422,San Jose,CA,39257,Southbay,37.34268477590845,-121.8604574982131,False,True,1.33,3.885529913723789,2024-10-07 06:42:21.896536
416,Eastwood,Condominium,2,1.0,1047.0,1972,53,192496,183.85482330468002,1402,7,0.06739921868506359,Houston,TX,97272,Eastwood,29.785810768031617,-95.41800543214315,False,True,0.81,4.006505633931432,2025-03-10 06:42:21.896536
417,Suburban Heights,Single Family Home,4,2.5,1751.0,2003,22,544155,310.7681324957167,2949,19,0.045032940981889355,Dallas,TX,52207,Suburban Heights,32.73932537827926,-96.78103706336053,True,True,0.94,6.818464752923003,2025-02-26 06:42:21.896536
418,Westside,Townhouse,3,1.5,1562.0,1979,46,430663,275.7125480153649,3171,24,0.06835678941538975,Phoenix,AZ,23281,Westside,33.414561981128585,-112.09845066553444,False,True,1.13,5.703509057002032,2025-02-21 06:42:21.896536
419,Southbay,Single Family Home,3,2.5,1570.0,2007,18,351453,223.85541401273886,2627,22,0.069696204044353,San Jose,CA,71246,Southbay,37.38286379541996,-121.88028177416251,False,False,0.93,3.0983052574494208,2025-02-23 06:42:21.896536
420,Central District,Multi-Family,4,2.0,2046.0,2017,8,739898,361.6314760508309,4378,49,0.05100438168504307,Dallas,TX,11435,Central District,32.801772950699934,-96.79120192612173,True,False,0.41,4.010628338309724,2025-01-27 06:42:21.896536
421,Central District,Townhouse,3,3.0,1796.0,2016,9,429689,239.2477728285078,3444,10,0.07618119151293144,Chicago,IL,36660,Central District,41.883351361478276,-87.67038480898744,False,False,1.06,4.656139368971315,2025-03-07 06:42:21.896536
422,Central District,Condominium,2,1.5,1065.0,2020,5,274964,258.18215962441315,2041,11,0.06907347870994021,Houston,TX,15084,Central District,29.74476631926091,-95.39155691013134,False,True,0.29,5.320773676401777,2025-03-06 06:42:21.896536
423,Downtown,Townhouse,3,2.5,1671.0,1967,58,505340,302.41771394374626,2986,58,0.050906716270233895,Dallas,TX,92197,Downtown,32.76577283656136,-96.76716558117757,False,True,1.24,7.960827505763586,2025-01-18 06:42:21.896536
424,Eastwood,Townhouse,3,2.0,1517.0,1956,69,243332,160.40342781806197,1885,31,0.07295941347623823,San Jose,CA,23507,Eastwood,37.325393266791686,-121.89113031807683,False,True,1.49,4.406523366763446,2025-02-14 06:42:21.896536
425,Downtown,Single Family Home,3,3.0,1502.0,1989,36,586029,390.16577896138483,3293,24,0.047430110114004595,Philadelphia,PA,82595,Downtown,39.94233813904853,-75.20585920280247,False,False,0.66,7.868657300910534,2025-02-21 06:42:21.896536
426,Northend,Single Family Home,1,3.5,1287.0,2019,6,412368,320.4102564102564,2973,8,0.0665149575136771,Los Angeles,CA,93807,Northend,34.04630721582508,-118.27413907269555,False,True,0.58,5.219828072430727,2025-03-09 06:42:21.896536
427,Eastwood,Multi-Family,2,4.0,1476.0,2014,11,539477,365.49932249322495,3215,9,0.05151370679380214,San Antonio,TX,55539,Eastwood,29.392772329577305,-98.53419638955657,False,True,0.19,4.835612439973234,2025-03-08 06:42:21.896536
428,Lakefront,Single Family Home,3,3.0,1619.0,2017,8,666939,411.94502779493513,4150,0,0.054669497510267055,Los Angeles,CA,17491,Lakefront,34.03786709741418,-118.21795181152106,False,True,0.17,6.081191970604747,2025-03-17 06:42:21.896536
429,Westside,Townhouse,4,3.0,1829.0,1998,27,630695,344.8305084745763,3577,4,0.04805825319687012,Los Angeles,CA,60192,Westside,34.029844169058336,-118.26246508981146,False,True,1.55,6.281505969134008,2025-03-13 06:42:21.896536
430,Downtown,Luxury Home,1,1.5,745.0,2001,24,682301,915.8402684563758,3792,36,0.04669197319071788,New York,NY,90395,Downtown,40.72706746576724,-74.03641591874131,False,True,0.25,8.081699355266359,2025-02-09 06:42:21.896536
431,Downtown,Single Family Home,3,2.0,1997.0,1978,47,582010,291.4421632448673,3762,100,0.05756567756567757,Chicago,IL,73888,Downtown,41.91779579304236,-87.62778094767485,True,True,0.75,8.106012060918003,2024-12-07 06:42:21.896536
432,Central District,Condominium,5,2.0,2266.0,1970,55,388200,171.31509267431596,2965,15,0.07165378670788254,Philadelphia,PA,83609,Central District,39.947360294032016,-75.15941798080708,False,False,1.53,5.432297557751389,2025-03-02 06:42:21.896536
433,Southbay,Single Family Home,2,3.0,1182.0,1958,67,225376,190.67343485617596,1703,17,0.07067513843532586,San Diego,CA,19077,Southbay,32.682303431341616,-117.14975268613608,False,False,1.2,3.408477241139729,2025-02-28 06:42:21.896536
434,Downtown,Condominium,3,3.5,1807.0,1996,29,589601,326.28721638074154,3790,5,0.057136911233189897,Dallas,TX,30953,Downtown,32.7630100736634,-96.75728136590354,True,True,0.85,6.994410237861267,2025-03-12 06:42:21.896536
435,Downtown,Single Family Home,4,1.5,2062.0,2025,0,908952,440.8108632395732,5799,22,0.056558498138515566,San Antonio,TX,86919,Downtown,29.390985420667768,-98.49289488961345,False,True,1.01,8.492177454529024,2025-02-23 06:42:21.896536
436,Central District,Single Family Home,5,3.5,2383.0,1991,34,567021,237.94418799832144,3366,1,0.05123545688784013,Houston,TX,77889,Central District,29.770211262936904,-95.41646163982136,True,True,1.29,4.20675601440392,2025-03-16 06:42:21.896536
437,Downtown,Condominium,4,2.5,2224.0,2000,25,578487,260.1110611510791,3463,112,0.05183566787153385,Philadelphia,PA,33821,Downtown,39.93896931247561,-75.14193647652992,True,False,1.61,6.861325397804819,2024-11-25 06:42:21.896536
438,Riverside,Townhouse,4,2.5,1642.0,2005,20,375946,228.9561510353228,2837,50,0.07055555851106277,Phoenix,AZ,47567,Riverside,33.4804377507449,-112.09268380051827,False,False,1.07,4.010052511300265,2025-01-26 06:42:21.896536
439,Central District,Townhouse,4,1.5,1452.0,2000,25,403548,277.92561983471074,2956,210,0.06790032412501115,San Diego,CA,34860,Central District,32.745559327238276,-117.11432441228966,False,False,1.01,4.655309927367231,2024-08-19 06:42:21.896536
440,Downtown,Condominium,3,1.0,1552.0,2019,6,544465,350.8150773195876,3314,96,0.05304050765430284,New York,NY,31195,Downtown,40.74848739360751,-74.04423560118407,True,False,0.17,6.920351670467847,2024-12-11 06:42:21.896536
441,Downtown,Single Family Home,4,2.5,2005.0,1969,56,586822,292.6793017456359,3238,28,0.04621428644461182,New York,NY,87475,Downtown,40.73677303320856,-74.02403331675595,False,True,0.29,7.495375919095544,2025-02-17 06:42:21.896536
442,Mountain View,Condominium,1,2.5,500.0,1976,49,193442,386.884,1531,32,0.07497420415421677,Philadelphia,PA,97266,Mountain View,40.001441598941206,-75.166664101684,False,False,0.72,6.20204141376024,2025-02-13 06:42:21.896536
443,Westside,Single Family Home,5,1.5,2026.0,1987,38,574174,283.40276406712735,3748,9,0.05833165556085786,San Jose,CA,31427,Westside,37.30044338983589,-121.86378144519726,True,True,1.73,7.303011238902606,2025-03-08 06:42:21.896536
444,Westside,Multi-Family,3,2.5,1449.0,2021,4,828476,571.7570738440304,5421,27,0.05852007782965348,Los Angeles,CA,37083,Westside,34.03450111983862,-118.19399218429184,False,True,1.32,5.569479894889563,2025-02-18 06:42:21.896536
445,Riverside,Townhouse,3,3.0,1422.0,2014,11,374908,263.648382559775,2842,104,0.07096631706978779,Phoenix,AZ,97046,Riverside,33.49637824578545,-112.05838659819794,False,False,1.48,4.389759153335527,2024-12-03 06:42:21.896536
446,Lakefront,Townhouse,3,3.0,1498.0,2003,22,538462,359.4539385847797,3310,2,0.05376565105801338,New York,NY,67372,Lakefront,40.67578264489517,-73.9873139002325,False,True,0.86,7.19331578399418,2025-03-15 06:42:21.896536
447,Mountain View,Multi-Family,4,3.5,2169.0,1973,52,748246,344.97279852466573,4466,89,0.05162350350018577,San Antonio,TX,54064,Mountain View,29.383403048646002,-98.54066358408976,False,True,1.35,6.459603523687928,2024-12-18 06:42:21.896536
448,Central District,Single Family Home,2,2.0,1097.0,1996,29,337553,307.70556061987236,2903,18,0.08320157130880187,New York,NY,17813,Central District,40.74509584462215,-74.03502470523163,False,True,1.14,4.960252458028418,2025-02-27 06:42:21.896536
449,Westside,Townhouse,4,2.0,1704.0,2020,5,623306,365.7899061032864,3568,103,0.04869178220649247,Houston,TX,41598,Westside,29.74830271262191,-95.32245426100238,False,True,1.14,7.131331081629267,2024-12-04 06:42:21.896536
450,Downtown,Single Family Home,4,2.5,1627.0,2012,13,771478,474.17209588199137,4169,127,0.044846956102442326,Dallas,TX,37082,Downtown,32.76038405018611,-96.81735102187166,False,False,0.67,6.625444342828917,2024-11-10 06:42:21.896536
451,Central District,Multi-Family,2,2.0,1553.0,2006,19,456907,294.2092723760464,3408,50,0.06950617959453456,New York,NY,39241,Central District,40.75462079996228,-74.0449251554681,False,True,0.7,5.630975531160272,2025-01-26 06:42:21.896536
452,Northend,Single Family Home,4,1.0,1886.0,2004,21,511908,271.4252386002121,2979,49,0.04983286059213765,Houston,TX,54569,Northend,29.786358241011463,-95.32099344333471,False,True,1.45,5.489508480871407,2025-01-27 06:42:21.896536
453,Eastwood,Townhouse,4,2.0,1402.0,2009,16,388805,277.3216833095578,2995,27,0.07243708285644475,Philadelphia,PA,21745,Eastwood,39.992729601077464,-75.15003320812936,True,True,0.61,3.7675213901540046,2025-02-18 06:42:21.896536
454,Lakefront,Multi-Family,3,2.0,1404.0,2011,14,834504,594.3760683760684,5298,81,0.05618417646889649,Philadelphia,PA,36029,Lakefront,39.93400607949927,-75.18976780188217,False,True,1.4,7.771403827080955,2024-12-26 06:42:21.896536
455,Downtown,Single Family Home,3,2.0,1705.0,1979,46,521834,306.0609970674487,3244,146,0.054598435517808346,San Diego,CA,23025,Downtown,32.74762551048715,-117.12311780860483,False,True,0.46,7.7984575590819265,2024-10-22 06:42:21.896536
456,Eastwood,Single Family Home,3,2.0,1856.0,1971,54,293669,158.22683189655172,2255,67,0.07214455730771718,New York,NY,24288,Eastwood,40.71534349125457,-74.03156600592135,True,True,1.16,3.827091373648279,2025-01-09 06:42:21.896536
457,Downtown,Townhouse,2,2.0,1468.0,2024,1,500020,340.61307901907355,2974,43,0.05137314507419703,San Antonio,TX,99186,Downtown,29.385394320841115,-98.53488205321682,True,True,0.89,6.567299446798053,2025-02-02 06:42:21.896536
